District,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Kamrup Metropolitan,224268.3970471236,230813.6845900844,232549.97588450517,238437.74893607324,249112.8202332861,236695.61784305633,240712.11669759487,235197.62068621934,227469.98848721778,234211.9784930362,238482.20310180137,232391.0946361407,345164.39859702165,370203.31226369104,361352.32279893983,295416.8369818205,358568.37869601976,297456.9289082517,298455.63388083805,315020.01599610836,325855.8202918754,343091.74390719685,346726.88887543336,372800.55286253494,341024.10163909296,371504.42173704953,370280.0621989276,369316.13181831175,368839.0290545081,378178.0156661865,390062.2643472345
Karbi Anglong,125173.73177541903,144910.08176487617,138882.8857812632,145398.20280774383,162753.2362076392,148136.99061798435,147746.31688682325,204366.54811334098,274363.18253742316,205106.59419928715,198582.55364273922,148621.72769219024,166881.59986255385,239034.9261971911,172797.99159189573,212191.97603181135,208789.32159042242,200971.06377595718,229309.063346673,227258.63976263022,264552.1319150802,233526.9206296126,1209888.3862671005,825212.1548142019,573690.8926958202,754597.311190487,943941.3273060318,845393.7257722745,783862.6704251933,813649.4602618719,808628.2813674092
Karimganj,143381.47637653214,133466.9659550142,118338.22164776549,129237.2638086916,136645.80780692538,170423.39292462185,157591.9576364827,202766.33821279532,147886.5467879787,145051.8350314361,153528.70196178474,105538.2122130465,145709.78103194668,134488.24055981872,103940.45584260735,140616.41895892168,148480.10405489043,144098.41773113134,143180.62166562607,169124.55018789056,145239.8247242217,148237.28216430583,288927.7163776836,315375.8000008289,294639.23899389076,352742.3776072303,378716.1458042964,382468.85167318786,398172.4371965989,371183.20290156157,371516.8279738841
Kokrajhar,121813.48310375171,101788.06946446176,103917.80985315626,121836.1290932028,151300.70700223968,153322.33477353083,152746.28362797954,166265.32832799677,163994.87143132067,149378.8297711738,182853.35973258075,112743.27092762747,209734.81468436206,208126.3336879386,204901.72160986706,205734.3588286708,320930.11552671646,202380.42596193208,226673.00127162653,224775.66073723146,232717.76657426998,247585.3701268396,378532.9349606088,416493.1629177292,409666.67912168504,434415.84952996625,500939.0248438309,561186.6006826254,485569.7769304849,530202.2352300457,604668.2683806997
Lakhimpur,88033.3719533395,88556.21170477115,114810.92102667957,100789.90254249306,92144.38013770117,90665.63636420517,89306.54109594644,99169.76193400081,92316.17881841167,91633.35582539112,91684.17407867096,89976.28631355877,101759.41095281957,91891.62474199983,92274.44217735746,103790.019018071,106119.89487622683,169497.73650425387,137749.9057610941,158939.20334214994,138224.89384315195,143812.1286645653,323052.0119176751,377030.5629032369,305891.12196914776,412445.66701498005,416074.01013103273,477510.4475617164,389967.90605785494,446387.6461227048,463825.79937566724
Morigaon,105461.66755812615,101976.38117498474,195234.30087829786,106863.20191541237,121121.03142099066,153395.0862143496,147775.17341997704,150260.22693791133,121438.61918874648,119273.05661252649,153610.59742074847,102313.18967274266,138348.26492787173,127571.234008936,145824.70682532532,147665.99846693585,153115.4723262001,304010.0151362976,147458.58077139108,160703.6009400501,159280.53073700352,145989.73423640532,345168.17292859685,401400.6734754953,370316.5422109465,299634.2839237067,298626.03212774964,299634.2839237067,301029.425805072,308065.6910946569,348034.6422765553
Nagaon,251959.50769576803,237509.3074684746,224018.7142473686,231168.38005992383,233672.32273877322,242823.7748443887,243624.02191359794,246496.46523877178,240694.15698236588,228474.85421819173,241756.56826393484,197024.46719744778,241920.45586803943,244996.50353952302,238861.34495590802,264583.2786281418,350786.1150927057,356875.44831323304,353987.3795914436,345597.58514352824,313867.0120971927,289101.2290001293,516477.3467379292,570250.1994391888,541085.6645279131,581982.1419593827,597648.0934276696,597554.8190570348,633736.5355915511,642229.3544810278,706517.9831510443
Nalbari,124492.85609743476,136644.8120767134,113363.79116913729,103936.41767560727,108675.16892412068,108491.87657724612,105557.37605217683,124190.71345678439,134401.0779469495,105387.2078008901,105045.8200997357,105379.65913773974,149152.0947655092,138951.8671620332,399805.85673719476,144559.64795533582,144871.95006835723,138028.7094921276,142195.97834577682,151106.52627901422,147541.20407558235,153610.59742074847,232502.87794558553,231912.59567626088,232262.22140056526,244721.12407880602,274383.3253032678,230346.10542601522,251651.9390874873,221614.1098369467,350532.8441367753
Sivasagar,413594.6476484088,438190.05555791757,436687.59752474166,386369.3347205639,352541.045948714,358816.7389213036,353508.4658835909,351383.6406039104,370005.49973775045,375328.2308127435,372389.38720405195,352768.7979282565,382235.1449319387,373132.83475297666,358813.0258696565,370302.7081883787,341453.1390476764,350486.40178473043,349700.9859716737,365915.57519170485,376025.1756319999,368170.6823586407,522893.5622630664,561829.2607499042,566129.5044881904,582340.8437755181,653452.3760507404,570794.1201039494,570477.3905918482,570197.7252835914,585560.9002603686
Sonitpur,151293.15833908934,145209.63007162022,158752.99535892103,204207.66659346526,232252.27929564126,311989.15336185676,436461.9260892796,232590.55184347366,230148.95347683053,305276.7276588132,224035.19675209172,205287.3973246469,236115.1695391514,231179.70305464938,230900.03127732853,223365.96945227648,221520.38697048312,295429.9903877647,295039.1554872215,294714.72562539444,355117.48878493236,313773.7007255996,564249.1742560094,633717.6639336752,575745.4617224787,715306.6498963047,640251.1482339877,653392.2616394946,680233.6192910635,846825.02453295,831450.1764639457
Tinsukia,369888.0920872966,288323.35798395384,288798.9775607518,317181.6804895108,295957.0416219698,305825.1577810075,349100.41661524185,299419.3007965803,344515.2883656135,373777.32644616975,349338.7902126328,368702.5596837569,368275.87378534605,400826.9721157571,374698.46676612477,404106.19343933114,415065.354026872,533726.4921558172,438212.70154736866,501857.60269603645,535272.641981827,529626.5532767597,806862.561201136,1027358.5418927431,774307.9204132129,740350.5839081565,841271.0645289836,799543.9342605962,890755.2701599445,903731.8685960375,1376475.9196948498
Udalguri,122864.47686948733,106820.25650611245,102074.67640951402,124131.04024030438,152462.24175994258,138951.8671620332,152246.20863579982,152490.21633898737,156808.24334602922,119703.78378858363,148233.50783273063,106018.92038698005,220559.7785374918,162714.90503461743,144756.82148628889,161201.1343370852,220571.10153221735,164629.66954717104,1292649.4156447297,2588830.154580613,223879.54565152948,224724.0317066051,352976.38616489153,372189.6129086022,368137.58638017136,372937.2883216665,373072.0269221021,375467.8810810252,371254.91520149,377302.3147766501,384969.9238051946
Araria,80881.69629470214,78638.26476284582,78629.29958188684,91885.11488896946,98592.42839960719,103911.4055919733,101722.13980742363,101691.88336922256,120833.54515191581,122355.50301090948,143812.1286645653,103797.7113651299,125943.69873065349,107108.89735230769,103945.37457614993,153689.19990404358,205038.56898020432,207402.80941925093,197504.08884238303,209169.3029861621,162711.7689724655,202228.8266908961,386237.8760665059,451339.0898172886,452588.90680114186,535707.165377311,543440.8209045995,575630.6590437278,622977.8687227295,650195.126877095,617843.3843513951
Arwal,54337.02783576172,54337.02783576172,52929.33542008549,54337.02783576172,53449.585250007025,54337.02783576172,58602.674555511534,59445.575713760954,58649.10974989033,60949.13916965399,59847.76356347376,59053.546376718325,61913.91735632913,60125.00153055168,57239.02859751065,61332.23701768803,61508.13690370102,60900.59339981119,61983.92487941597,61347.87547465269,61927.110338023725,82958.3557203022,199864.93621398116,231274.3337863721,232565.0732108059,249824.89259094893,226656.30366799879,343423.50926419784,295091.9961292741,289404.258992543,298909.1069958883
Aurangabad,91583.61034677106,101976.38117498474,103932.6433440321,121419.74753087056,103853.64621637814,103642.13407465057,142134.99421350876,103929.1328478818,139782.5146260824,125789.84009458926,154048.24270069285,128846.56256502855,146704.26395406132,154785.02437726883,269313.2843356761,399805.85673719476,386708.77408508724,221170.43560510952,303979.8204836961,277849.56681902026,365531.88569242036,575609.7953350213,508281.27520518476,577277.6217214371,595056.7736207101,639959.8167144693,699501.3738305998,818116.3300407174,902247.8417785447,830047.7426234189,902568.8199302414
Banka,53449.585250007025,76208.1572009385,61321.47269199658,87912.97182359744,91607.87779351266,89034.32448881345,87496.84677740287,89315.42534536675,99096.01781607622,92349.9288088611,106721.94636864755,80694.2467359019,90769.0384915541,101793.79032175249,101700.70834068993,117158.8798368341,106763.72017261486,102333.12717081844,93761.13163590258,90530.63576822322,121809.70877217653,106083.85195954637,377667.85227796383,439688.6119057696,461698.82037399337,550135.6545476856,543936.744673458,578175.7779985191,650281.0088760882,601118.578081205,577674.7573432511
Begusarai,166713.6789832581,206879.0472551865,204902.70651944974,206171.55768544986,238967.60021103593,202217.50369617055,285209.0521647073,236172.2767167323,230734.97234829076,231674.0672173916,237158.84521871817,231017.22009449766,231764.3162909908,238019.41112903357,231356.22908566883,232066.28061509892,231367.64265852992,232600.67834619104,232604.58804660264,232752.92536253718,246028.9856806863,535992.9212043571,413602.6348944032,441063.04984970164,474806.83650028124,554187.1609155,516345.24513279786,589548.5916325069,613057.0618749466,642304.8411125315,634475.2297561564
Bhagalpur,162723.09179903512,262185.6841673421,206875.27292361134,214148.06365576768,241777.2109629895,230130.08181895464,232878.00724600264,227288.8344152317,245389.3015217142,226710.7745130829,241634.20346128297,231783.5228330719,244298.70252636902,223264.62990375352,233269.86182289815,235705.87788926865,243456.76813829233,506488.8248374295,241374.00796100285,405036.41015037434,364571.3722984353,297060.0493473155,531367.610351239,531699.247081525,525088.2280774956,572958.9487661478,572646.1587568653,688685.3112023211,834358.4812868253,831291.7463261537,970134.7570912438
Bhojpur,73982.81936236094,82756.79202087395,92428.09495195143,100526.505322012,97912.954796144,101199.44251698698,115580.41684530763,101708.70767823758,123429.78460797755,134678.10626366286,136402.28251437697,148461.23239701454,147882.6741657736,146628.76988631662,164364.2968349159,155572.07294202314,152669.8113684092,158812.33413871186,160699.82660847492,153398.86054592478,164854.0630368473,224720.25737502993,398341.6799481267,448860.9650896476,467685.39003422187,543797.6682174356,576382.1752294668,623484.5829808303,722122.018803297,695681.4687161909,734787.9055766176
Buxar,78660.91075229691,92129.28281140044,90661.86203263,102830.56608008163,98348.58808563619,102378.52304453462,112638.63442274184,98136.50776008384,105869.67066189111,113743.52109070809,164109.27609333015,121291.00467311816,125971.96572997345,104019.20014420111,105389.1131423023,123893.25591719577,102316.96400431787,125222.7980858964,148030.6640879366,144764.37014943926,141259.42075064324,151024.77637923104,313477.20723093423,371519.5190633503,366883.2198516742,378498.96597643214,410237.02977226017,525012.7422758708,541652.2059330667,566411.4665170234,533623.7667952158
Darbhanga,83548.98907269155,97909.18046456882,97883.43755808186,120453.17988639744,158172.95044619532,121258.43853561809,154353.65961689953,150717.1856726221,211265.99178438247,197616.5050188161,205764.55348127228,162970.53876938968,166706.13032010777,204911.74513619693,209847.76823910084,240089.50143464864,209537.25998128005,166881.59986255385,207741.99900282267,200172.7104485211,216636.30704058925,241199.36299311675,402903.9713353123,412379.85734314093,468981.9944346105,529219.3313052518,525463.5318303276,570036.5485522614,637130.6151338447,646197.597256109,675938.3081292048
Gaya,170412.0699298963,222678.85977681578,163251.36486451642,214393.23981205086,198054.41001002537,163737.85844114606,210372.99358184534,163260.5966792686,206870.40044053723,209742.86957709616,311977.8303671312,202989.11525693504,225055.4424518391,308418.11648292484,206678.12757669413,258096.36294625443,206894.14458148726,230781.86991287975,245206.36032433834,236713.54374073734,245689.65104604393,320189.43570486136,689366.891835251,863438.1738619885,953498.4183343928,1012978.9812246185,977246.961251546,1050363.6820019556,1139047.3819434291,1162917.9788618467,1147325.0381413898
Gopalganj,100786.12821091787,98048.0687141264,92315.95982468447,127559.91101421045,124573.07056539087,399820.95406349545,205106.59419928715,109901.53705450986,150047.24649061126,156160.8195181314,163924.88376459535,206439.275727728,166537.90543569092,205085.12326329536,206839.200228072,166164.7259379078,304017.56379944796,165258.0049359103,232248.5049640661,197224.1784948269,220556.00420591663,231126.86241259682,366081.6457810129,369172.70721845486,389884.870763201,566732.4884182193,573892.4344420905,582319.4981678715,631342.2377573089,592040.5235016324,597663.2567066546
Jamui,58311.11170884528,81414.62034115307,77375.05337234863,91361.04755548264,87434.78054463172,85903.54911214807,83494.73828557729,90986.80745054125,103196.23573290695,97426.5766212293,102389.84603926017,91746.59049652796,90675.3833739222,92282.59694182985,79400.70603723865,95148.22560865896,90894.87034182144,104781.91220401955,92252.4022892284,86998.05409606222,91607.87779351266,91684.22671053582,376912.9011749639,453036.02835102443,384482.80447482615,542138.9935223153,491758.60554101906,562798.153592967,603292.1448340652,617875.6675796446,670000.9862382325
Jehanabad,62568.25905629424,62453.52145245156,88846.0632991219,91813.4764965044,83451.29573331549,78992.60168250535,83186.86633791662,78481.53279615364,91557.19002574477,91575.42753917503,98125.1847653583,83613.14692044827,90990.58178211644,90799.23314415557,83359.93961681405,83598.04959414752,96689.54877790545,110836.9474465418,122247.33829097771,97838.23134289224,92247.70759209507,154472.62952924703,222698.65920786464,292797.4605412754,299284.0261746416,345727.9302406062,367421.2603386701,413099.2950370016,437039.09358691185,504000.3640501139,506465.8405285189
