District,1992_GDDP_Predicted,1993_GDDP_Predicted,1994_GDDP_Predicted,1995_GDDP_Predicted,1996_GDDP_Predicted,1997_GDDP_Predicted,1998_GDDP_Predicted,1999_GDDP_Predicted,2000_GDDP_Predicted,2001_GDDP_Predicted,2002_GDDP_Predicted,2003_GDDP_Predicted,2004_GDDP_Predicted,2005_GDDP_Predicted,2006_GDDP_Predicted,2007_GDDP_Predicted,2008_GDDP_Predicted,2009_GDDP_Predicted,2010_GDDP_Predicted,2011_GDDP_Predicted,2012_GDDP_Predicted,2013_GDDP_Predicted,2014_GDDP_Predicted,2015_GDDP_Predicted,2016_GDDP_Predicted,2017_GDDP_Predicted,2018_GDDP_Predicted,2019_GDDP_Predicted,2020_GDDP_Predicted,2021_GDDP_Predicted,2022_GDDP_Predicted
West Kameng,39303.80468026484,39303.80468026484,52236.60043527672,40643.74304635062,64778.348599312056,64778.348599312056,64778.348599312056,64778.348599312056,64778.348599312056,64778.348599312056,64778.348599312056,40643.74304635062,64778.348599312056,64778.348599312056,64778.348599312056,71523.38804808594,68821.03195806642,68821.03195806642,71523.38804808594,71523.38804808594,71523.38804808594,68821.03195806642,241654.61288758856,323933.4020422347,241654.61288758856,368006.2478726287,509911.1493101894,339492.6966680354,374574.98399223364,323933.4020422347,349081.87015022634
Bhind,329191.9243035931,374574.98399223364,349081.87015022634,414420.19472445734,368006.2478726287,367193.56684797263,349081.87015022634,323933.4020422347,267748.7609663321,241654.61288758856,323933.4020422347,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,323933.4020422347,403741.98297757463,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,374574.98399223364,690539.2991887387,623394.1083949166,644633.8016807225,824831.5270238817,910492.7646623688,943884.6986487402,943884.6986487402,959090.0326358714,926095.2569868355
Malappuram,241654.61288758856,323933.4020422347,323933.4020422347,339492.6966680354,339492.6966680354,374574.98399223364,396488.10516660294,339492.6966680354,368006.2478726287,368006.2478726287,403463.41739346687,403463.41739346687,453917.34768034617,403463.41739346687,403463.41739346687,509911.1493101894,403463.41739346687,493444.78031018935,497203.9489768669,403463.41739346687,557032.2955830402,557032.2955830402,394905.39061809675,368006.2478726287,368006.2478726287,493444.78031018935,403463.41739346687,557032.2955830402,557032.2955830402,539084.2905274781,567609.2008423703
Faizabad,241654.61288758856,267748.7609663321,241654.61288758856,329191.9243035931,374574.98399223364,403741.98297757463,374574.98399223364,374574.98399223364,323933.4020422347,339492.6966680354,403741.98297757463,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,374574.98399223364,241654.61288758856,241654.61288758856,267748.7609663321,241654.61288758856,241654.61288758856,241654.61288758856,403463.41739346687,493444.78031018935,557032.2955830402,567609.2008423703,567609.2008423703,567609.2008423703,570453.6510764295,567609.2008423703,575847.0456870422
Erode,453917.34768034617,453917.34768034617,453917.34768034617,539084.2905274781,572596.051406564,560028.3941262603,567609.2008423703,623394.1083949166,623394.1083949166,637020.4449788313,752415.3623981061,624388.2158370167,641508.2045567842,641508.2045567842,641508.2045567842,855402.06538646,624388.2158370167,855402.06538646,881205.6101966847,1008390.2627426909,882798.850977985,862231.2769874998,824831.5270238817,910492.7646623688,862231.2769874998,3179837.923649339,805726.7962868309,936918.286899739,959090.0326358714,1019223.4754075856,1284291.239407956
Bharatpur,368006.2478726287,368006.2478726287,423311.73851660016,427036.1972800199,427036.1972800199,453917.34768034617,453917.34768034617,403463.41739346687,403463.41739346687,403463.41739346687,403463.41739346687,557032.2955830402,539084.2905274781,557032.2955830402,453917.34768034617,570453.6510764295,567609.2008423703,641508.2045567842,690539.2991887387,595188.5401727818,824831.5270238817,881205.6101966847,936918.286899739,1008720.4888534133,936918.286899739,920229.9973212355,1088241.473034902,973445.6824819329,920229.9973212355,1284291.239407956,973445.6824819329
Hardwar,241654.61288758856,241654.61288758856,241654.61288758856,403741.98297757463,241654.61288758856,241654.61288758856,403741.98297757463,403741.98297757463,374574.98399223364,339492.6966680354,376760.9866539024,376760.9866539024,368006.2478726287,403463.41739346687,403463.41739346687,563868.6428051387,542126.2007856356,567609.2008423703,539084.2905274781,567609.2008423703,595188.5401727818,565378.0035950973,802806.9279257131,802806.9279257131,802806.9279257131,881205.6101966847,882798.850977985,910492.7646623688,824831.5270238817,862249.2673075555,959090.0326358714
Chandel,39303.80468026484,39303.80468026484,39303.80468026484,39303.80468026484,40643.74304635062,39303.80468026484,39303.80468026484,40643.74304635062,52236.60043527672,64778.348599312056,64778.348599312056,39303.80468026484,64778.348599312056,61500.507499168925,40643.74304635062,64778.348599312056,64778.348599312056,39303.80468026484,64778.348599312056,64778.348599312056,64778.348599312056,64778.348599312056,394905.39061809675,241654.61288758856,403741.98297757463,339492.6966680354,368006.2478726287,368006.2478726287,323933.4020422347,339492.6966680354,339492.6966680354
Jhabua,145906.93815578273,158142.77977658552,219108.66102344904,241654.61288758856,241654.61288758856,241654.61288758856,2558205.7824294087,241654.61288758856,241654.61288758856,219108.66102344904,393547.2981825064,335948.63064942934,304204.9027872174,219108.66102344904,91372.68775484338,219108.66102344904,166178.91669325964,145906.93815578273,145906.93815578273,219108.66102344904,158142.77977658552,166178.91669325964,557032.2955830402,557032.2955830402,557032.2955830402,560028.3941262603,595188.5401727818,595188.5401727818,575847.0456870422,565378.0035950973,623394.1083949166
Chamoli,46223.00523726887,39303.80468026484,39303.80468026484,40643.74304635062,39303.80468026484,40643.74304635062,64778.348599312056,84207.14707555683,105783.49409003084,131261.79494679812,84207.14707555683,105783.49409003084,158142.77977658552,71523.38804808594,105783.49409003084,166178.91669325964,166178.91669325964,145906.93815578273,219108.66102344904,219108.66102344904,219108.66102344904,166178.91669325964,557032.2955830402,572596.051406564,453917.34768034617,959090.0326358714,869554.8065328378,812221.3866348083,453917.34768034617,542126.2007856356,539084.2905274781
Gurdaspur,403463.41739346687,557032.2955830402,403463.41739346687,539084.2905274781,539084.2905274781,567609.2008423703,575847.0456870422,623394.1083949166,623394.1083949166,641508.2045567842,623394.1083949166,623394.1083949166,641508.2045567842,641508.2045567842,641508.2045567842,802806.9279257131,623394.1083949166,637020.4449788313,560202.6217769155,595188.5401727818,641508.2045567842,623394.1083949166,567609.2008423703,539084.2905274781,539084.2905274781,575847.0456870422,567609.2008423703,575847.0456870422,565378.0035950973,623394.1083949166,624388.2158370167
Kottayam,329191.9243035931,339492.6966680354,323933.4020422347,349081.87015022634,339492.6966680354,323933.4020422347,349081.87015022634,376760.9866539024,368006.2478726287,368006.2478726287,368006.2478726287,368006.2478726287,403463.41739346687,368006.2478726287,368006.2478726287,368006.2478726287,368006.2478726287,368006.2478726287,368006.2478726287,368006.2478726287,497745.5011171107,420187.16814314673,367193.56684797263,376760.9866539024,367193.56684797263,368006.2478726287,368006.2478726287,403463.41739346687,403463.41739346687,403463.41739346687,453917.34768034617
Kaushambi,241654.61288758856,241654.61288758856,241654.61288758856,374574.98399223364,374574.98399223364,329191.9243035931,323933.4020422347,374574.98399223364,323933.4020422347,323933.4020422347,323933.4020422347,374574.98399223364,329191.9243035931,374574.98399223364,374574.98399223364,339492.6966680354,323933.4020422347,323933.4020422347,349081.87015022634,339492.6966680354,367193.56684797263,376760.9866539024,557032.2955830402,557032.2955830402,572596.051406564,567609.2008423703,567609.2008423703,565378.0035950973,595188.5401727818,595188.5401727818,644633.8016807225
Kollam,367193.56684797263,376760.9866539024,349081.87015022634,368006.2478726287,368006.2478726287,349081.87015022634,368006.2478726287,368006.2478726287,403463.41739346687,403463.41739346687,403463.41739346687,403463.41739346687,487167.44180049124,453917.34768034617,453917.34768034617,487167.44180049124,403463.41739346687,453917.34768034617,453917.34768034617,497203.9489768669,557032.2955830402,557032.2955830402,368006.2478726287,368006.2478726287,368006.2478726287,403463.41739346687,610668.5293101891,557032.2955830402,557032.2955830402,539084.2905274781,567609.2008423703
Firozabad,374574.98399223364,374574.98399223364,323933.4020422347,376760.9866539024,368006.2478726287,349081.87015022634,368006.2478726287,368006.2478726287,368006.2478726287,403463.41739346687,368006.2478726287,394905.39061809675,453917.34768034617,403463.41739346687,464937.49856108427,427036.1972800199,403463.41739346687,542126.2007856356,453917.34768034617,557032.2955830402,539084.2905274781,556351.8163915195,882798.850977985,824831.5270238817,938583.3652837642,959090.0326358714,926095.2569868355,959090.0326358714,805726.7962868309,885721.8435315539,959090.0326358714
Ambala,368006.2478726287,368006.2478726287,394905.39061809675,403463.41739346687,493444.78031018935,453917.34768034617,453917.34768034617,487167.44180049124,557032.2955830402,539084.2905274781,539084.2905274781,572596.051406564,567609.2008423703,602834.3978104709,572596.051406564,560028.3941262603,539084.2905274781,595188.5401727818,574199.359670936,602834.3978104709,595188.5401727818,575847.0456870422,567609.2008423703,539084.2905274781,542126.2007856356,560028.3941262603,539084.2905274781,565378.0035950973,560202.6217769155,623394.1083949166,641508.2045567842
Muzaffarpur,166178.91669325964,219108.66102344904,219108.66102344904,439986.4724469204,219108.66102344904,219108.66102344904,241654.61288758856,304204.9027872174,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,323933.4020422347,267748.7609663321,374574.98399223364,368006.2478726287,539084.2905274781,567609.2008423703,595188.5401727818,646909.3118045429,802806.9279257131,959090.0326358714,920229.9973212355,1284291.239407956,1284291.239407956
Sundargarh,374574.98399223364,374574.98399223364,323933.4020422347,394905.39061809675,368006.2478726287,349081.87015022634,368006.2478726287,339492.6966680354,368006.2478726287,349081.87015022634,368006.2478726287,339492.6966680354,403463.41739346687,414420.19472445734,368006.2478726287,453917.34768034617,453917.34768034617,557032.2955830402,557032.2955830402,572596.051406564,539084.2905274781,539084.2905274781,1088230.7558037648,1019377.464924277,973445.6824819329,1193067.548206272,984113.497015111,1391554.591706272,1019377.464924277,1265920.8546345101,1217445.4455528853
Ramanathapuram,219108.66102344904,241654.61288758856,241654.61288758856,323933.4020422347,267748.7609663321,339492.6966680354,339492.6966680354,368006.2478726287,368006.2478726287,376554.85293565236,403463.41739346687,427036.1972800199,453917.34768034617,403463.41739346687,368006.2478726287,405773.7453101894,403463.41739346687,427036.1972800199,464937.49856108427,403463.41739346687,403463.41739346687,452428.54598634,557032.2955830402,539084.2905274781,557032.2955830402,539084.2905274781,539084.2905274781,567609.2008423703,570453.6510764295,567609.2008423703,565378.0035950973
Ukhrul,39303.80468026484,39303.80468026484,39303.80468026484,39303.80468026484,39303.80468026484,40643.74304635062,39303.80468026484,71523.38804808594,40643.74304635062,39303.80468026484,39303.80468026484,39303.80468026484,39303.80468026484,40643.74304635062,39303.80468026484,40643.74304635062,64778.348599312056,39303.80468026484,39303.80468026484,39303.80468026484,40643.74304635062,40643.74304635062,368006.2478726287,323933.4020422347,2558205.7824294087,403463.41739346687,427036.1972800199,557032.2955830402,403463.41739346687,403463.41739346687,420187.16814314673
Kushinagar,304204.9027872174,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,166178.91669325964,241654.61288758856,241654.61288758856,241654.61288758856,439986.4724469204,219108.66102344904,393547.2981825064,439986.4724469204,219108.66102344904,241654.61288758856,393547.2981825064,241654.61288758856,439986.4724469204,219108.66102344904,241654.61288758856,421562.01788161794,453917.34768034617,557032.2955830402,567609.2008423703,565378.0035950973,623394.1083949166,623394.1083949166,623394.1083949166,802806.9279257131
Satara,565378.0035950973,623394.1083949166,595188.5401727818,855402.06538646,881205.6101966847,882798.850977985,943884.6986487402,936918.286899739,887049.9423136832,1284291.239407956,920229.9973212355,959090.0326358714,812221.3866348083,881205.6101966847,641508.2045567842,885678.8748888618,867307.5598888618,926095.2569868355,943884.6986487402,973445.6824819329,967657.0742218789,987670.8934172259,973445.6824819329,987670.8934172259,962485.9919130796,1019377.464924277,998101.9872675121,984113.497015111,984113.497015111,1148924.3753200665,1217445.4455528853
Rewa,241654.61288758856,374574.98399223364,376760.9866539024,368006.2478726287,414420.19472445734,339492.6966680354,368006.2478726287,368006.2478726287,368006.2478726287,339492.6966680354,323933.4020422347,267748.7609663321,323933.4020422347,329191.9243035931,241654.61288758856,376760.9866539024,374574.98399223364,403741.98297757463,368006.2478726287,368006.2478726287,403463.41739346687,574199.359670936,921153.6636725385,869554.8065328378,943884.6986487402,973445.6824819329,962485.9919130796,1019377.464924277,1088230.7558037648,1019377.464924277,1019377.464924277
Jhansi,374574.98399223364,323933.4020422347,323933.4020422347,421545.30516660295,376760.9866539024,323933.4020422347,376760.9866539024,376760.9866539024,368006.2478726287,368006.2478726287,368006.2478726287,376760.9866539024,394905.39061809675,349081.87015022634,368006.2478726287,368006.2478726287,368006.2478726287,368006.2478726287,420187.16814314673,376554.85293565236,403463.41739346687,420187.16814314673,882798.850977985,824831.5270238817,910492.7646623688,926095.2569868355,936918.286899739,1008720.4888534133,936918.286899739,1284291.239407956,973445.6824819329
Kinnaur,46223.00523726887,39303.80468026484,39303.80468026484,68821.03195806642,68821.03195806642,64778.348599312056,71523.38804808594,84207.14707555683,71523.38804808594,84207.14707555683,84207.14707555683,71523.38804808594,71523.38804808594,68821.03195806642,71523.38804808594,91372.68775484338,84207.14707555683,84207.14707555683,145906.93815578273,145906.93815578273,131261.79494679812,131261.79494679812,374574.98399223364,323933.4020422347,241654.61288758856,882798.850977985,802806.9279257131,882798.850977985,374574.98399223364,374574.98399223364,339492.6966680354
Mirzapur,241654.61288758856,241654.61288758856,241654.61288758856,267748.7609663321,374574.98399223364,241654.61288758856,374574.98399223364,241654.61288758856,241654.61288758856,329191.9243035931,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,403741.98297757463,267748.7609663321,323933.4020422347,403741.98297757463,595188.5401727818,595188.5401727818,623394.1083949166,1038023.6686553545,869554.8065328378,959090.0326358714,936918.286899739,983753.654628519,973445.6824819329
