Col_A_Block_1,Col_B_Block_1,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
344,Umaria,1566.0,1535.0,2335.0,3427.0,2933.0,2408.0,3736.0,2985.0,3476.0,2497.0,2919.0,2198.0,2757.0,2500.0,2642.0,4824.0,4176.0,3310.0,3777.0,3905.0,4049.0,6230.0,27446.0,30201.0,27019.0,36593.0,36900.0,37914.0,33715.0,34684.0,38951.0
345,Vidisha,4327.0,6676.0,10612.0,15762.0,14828.0,7851.0,9248.0,10164.0,8862.0,6431.0,7412.0,7805.0,10743.0,12735.0,7744.0,11984.0,8205.0,4815.0,7242.0,10936.0,14009.0,12984.0,70510.0,76048.0,69977.0,80953.0,84060.0,92375.0,105484.0,110720.0,109223.0
346,West Nimar,13459.0,13685.0,17631.0,31309.0,33156.0,33286.0,38700.0,38657.0,39055.0,27729.0,27970.0,16583.0,26550.0,24067.0,13553.0,26084.0,20717.0,16545.0,14600.0,21676.0,14414.0,13646.0,66274.0,69463.0,67051.0,82417.0,86034.0,88799.0,85180.0,89902.0,98387.0
347,Ahmadnagar,90113.0,90772.0,81700.0,104912.0,114602.0,112000.0,128529.0,124058.0,137885.0,146206.0,134790.0,135689.0,141638.0,106271.0,94817.0,120561.0,122337.0,122477.0,116881.0,152316.0,170624.0,153097.0,170825.0,186866.0,188351.0,218341.0,229807.0,261885.0,264640.0,269423.0,308900.0
348,Akola,23446.0,28408.0,22963.0,33744.0,33557.0,31197.0,36784.0,38358.0,42183.0,41662.0,40154.0,38248.0,39213.0,34692.0,21789.0,32090.0,31946.0,32366.0,33029.0,40694.0,47238.0,42888.0,55851.0,58439.0,57507.0,66390.0,69351.0,73280.0,73819.0,79115.0,83484.0
349,Amravati,34837.0,46128.0,39718.0,55509.0,55764.0,49374.0,60925.0,61703.0,66964.0,68536.0,64282.0,61242.0,68381.0,56579.0,36040.0,53600.0,51983.0,49439.0,53872.0,67068.0,77687.0,73428.0,103392.0,110615.0,109009.0,133671.0,140289.0,149568.0,137996.0,153597.0,163919.0
350,Aurangabad,45860.0,54451.0,48119.0,63924.0,67275.0,59446.0,72224.0,73749.0,81192.0,80892.0,81302.0,79086.0,85536.0,64837.0,49961.0,71762.0,70882.0,68329.0,62533.0,82106.0,83046.0,66835.0,102815.0,110294.0,109220.0,121992.0,128244.0,139119.0,143162.0,151285.0,173683.0
351,Bhandara,13694.0,16249.0,14335.0,20233.0,20516.0,19385.0,23199.0,22018.0,26070.0,23529.0,25688.0,20139.0,27872.0,22897.0,18702.0,25415.0,22934.0,23027.0,20074.0,25150.0,30958.0,27436.0,41376.0,44330.0,41207.0,48358.0,50182.0,52264.0,51382.0,53495.0,58082.0
352,Bid,33543.0,43044.0,37812.0,53413.0,58459.0,54249.0,63598.0,61260.0,68549.0,75131.0,73592.0,80419.0,74473.0,59512.0,42757.0,71624.0,75022.0,68915.0,67755.0,84928.0,95450.0,74215.0,105059.0,112287.0,109099.0,124058.0,126505.0,143307.0,147747.0,153839.0,166824.0
353,Buldana,32754.0,43245.0,33326.0,47832.0,46174.0,42423.0,50842.0,53703.0,60559.0,55558.0,56060.0,53555.0,55286.0,48237.0,28219.0,49836.0,41355.0,44376.0,42822.0,58552.0,63353.0,53795.0,85698.0,87905.0,87065.0,100060.0,103826.0,108980.0,113609.0,119232.0,135291.0
354,Chandrapur,21591.0,24784.0,26215.0,36742.0,41392.0,41291.0,50188.0,46677.0,56657.0,47688.0,59396.0,36154.0,51767.0,46386.0,38117.0,54147.0,53127.0,52205.0,56326.0,65668.0,67692.0,65442.0,107931.0,111503.0,104030.0,122760.0,125544.0,131749.0,124958.0,132887.0,142472.0
355,Dhule,24927.0,25352.0,27756.0,35378.0,38170.0,32682.0,38794.0,37049.0,39736.0,41294.0,40043.0,35724.0,39958.0,33126.0,23996.0,32291.0,25261.0,31852.0,28397.0,33791.0,30277.0,29036.0,64894.0,68289.0,67195.0,76825.0,80098.0,81903.0,81146.0,83584.0,93841.0
356,Garhchiroli,4749.0,7646.0,7205.0,10885.0,11383.0,10701.0,13645.0,9582.0,21010.0,13459.0,19542.0,7569.0,14746.0,14395.0,11855.0,18379.0,14739.0,12998.0,11149.0,14592.0,16710.0,13235.0,103540.0,98189.0,78627.0,121615.0,126765.0,125293.0,83554.0,114782.0,129731.0
357,Gondiya,6857.0,8592.0,7885.0,12138.0,11884.0,11057.0,14866.0,12613.0,16582.0,12401.0,16479.0,9245.0,16876.0,15545.0,13243.0,19107.0,17014.0,15681.0,13686.0,18829.0,23385.0,19300.0,39662.0,42728.0,35424.0,46559.0,48185.0,48700.0,45631.0,48421.0,52960.0
358,Hingoli,13247.0,19393.0,16861.0,20933.0,21672.0,16738.0,21014.0,22353.0,26594.0,25131.0,25505.0,24250.0,23414.0,21160.0,13525.0,21595.0,23611.0,19675.0,21484.0,28059.0,30688.0,24962.0,41085.0,44209.0,42324.0,49086.0,51587.0,56057.0,57428.0,60894.0,64652.0
359,Jalgaon,54319.0,58598.0,54657.0,70957.0,76915.0,72063.0,82984.0,84008.0,89146.0,89109.0,90157.0,82110.0,91809.0,75412.0,60170.0,79018.0,70385.0,81256.0,67720.0,85613.0,84006.0,63982.0,110415.0,113939.0,113252.0,131330.0,135394.0,145783.0,145957.0,149290.0,164832.0
360,Jalna,22190.0,31689.0,21747.0,35423.0,36353.0,29417.0,41007.0,36286.0,46074.0,47468.0,48005.0,48373.0,43648.0,35295.0,21090.0,44697.0,40242.0,40607.0,39805.0,54240.0,55405.0,44778.0,70340.0,73977.0,72622.0,81665.0,85106.0,91366.0,90786.0,96887.0,113707.0
361,Kolhapur,36342.0,40665.0,38406.0,48843.0,51391.0,48094.0,58929.0,62246.0,67560.0,73290.0,72483.0,67177.0,61959.0,57986.0,54598.0,64451.0,68741.0,81932.0,69719.0,76602.0,80617.0,86507.0,64271.0,70069.0,69413.0,82703.0,86651.0,91584.0,87435.0,90375.0,101450.0
362,Latur,20590.0,31585.0,34475.0,40227.0,42662.0,40693.0,45807.0,47113.0,50794.0,52496.0,50215.0,53441.0,52028.0,44504.0,30809.0,53097.0,53157.0,50718.0,43070.0,50159.0,60391.0,54471.0,63071.0,68243.0,67757.0,77640.0,79594.0,85364.0,86835.0,94713.0,105347.0
363,Mumbai City,5187.0,5308.0,5223.0,5283.0,5351.0,5287.0,5210.0,5204.0,5118.0,5193.0,5302.0,5193.0,5059.0,5065.0,5128.0,5175.0,5094.0,4874.0,4841.0,5156.0,5330.0,5375.0,5336.0,5332.0,5344.0,5344.0,5363.0,5414.0,5205.0,5403.0,5427.0
364,Mumbai Suburban,25975.0,26110.0,25712.0,27789.0,27665.0,27341.0,27967.0,28146.0,28275.0,28363.0,28778.0,28356.0,27328.0,28232.0,28363.0,28861.0,28333.0,27685.0,27947.0,29413.0,30248.0,30116.0,29253.0,29420.0,29480.0,29491.0,29813.0,30376.0,29092.0,30251.0,30634.0
365,Nagpur,45643.0,51242.0,48049.0,62167.0,66413.0,60320.0,73549.0,74499.0,81566.0,78522.0,83504.0,76001.0,84663.0,76323.0,65423.0,83849.0,81464.0,81446.0,84778.0,98847.0,106664.0,102497.0,130547.0,140559.0,134099.0,152730.0,156935.0,167224.0,164209.0,173130.0,190481.0
366,Nanded,30967.0,43597.0,36900.0,47078.0,50493.0,40242.0,54944.0,54001.0,57857.0,55999.0,59585.0,55740.0,54514.0,50732.0,34756.0,57474.0,65008.0,49794.0,52008.0,65711.0,78582.0,61263.0,96622.0,101079.0,98941.0,112551.0,116643.0,126495.0,130594.0,142458.0,150298.0
367,Nandurbar,15595.0,16607.0,17850.0,20220.0,23517.0,20714.0,24345.0,25496.0,26048.0,24914.0,24693.0,23719.0,26719.0,20751.0,16513.0,24638.0,21405.0,23923.0,22311.0,29304.0,26745.0,23001.0,48838.0,52451.0,51320.0,62578.0,68895.0,69943.0,66150.0,68859.0,74335.0
368,Nashik,77463.0,90923.0,88198.0,107550.0,117665.0,133570.0,128336.0,132232.0,137239.0,137339.0,132484.0,126859.0,138655.0,106511.0,98330.0,117337.0,103820.0,107596.0,107309.0,128805.0,138114.0,127585.0,170838.0,180668.0,178012.0,205059.0,218725.0,235235.0,245576.0,253535.0,281800.0
369,Osmanabad,22530.0,27440.0,29501.0,36978.0,40289.0,40800.0,44473.0,44575.0,46497.0,49686.0,48414.0,46894.0,43721.0,39401.0,30576.0,46676.0,49076.0,42831.0,41416.0,51912.0,59971.0,48958.0,63927.0,68577.0,65606.0,72716.0,75420.0,83175.0,84693.0,91449.0,102219.0
370,Palghar,18997.0,25936.0,24803.0,32041.0,31544.0,32706.0,42802.0,41784.0,47177.0,44768.0,45715.0,42649.0,46156.0,43928.0,36622.0,45536.0,41410.0,46365.0,47023.0,53303.0,60546.0,59403.0,72744.0,77046.0,74420.0,84143.0,88009.0,92964.0,89313.0,94001.0,100995.0
371,Parbhani,16599.0,25652.0,22774.0,31171.0,32447.0,29807.0,34046.0,35156.0,40396.0,40293.0,40513.0,44886.0,39692.0,31145.0,22030.0,38093.0,36444.0,37979.0,35585.0,43750.0,47875.0,45774.0,60273.0,64224.0,62269.0,71209.0,72830.0,81819.0,82264.0,86682.0,91709.0
372,Pune,107946.0,114477.0,113862.0,142679.0,149591.0,150816.0,170610.0,182776.0,197396.0,201555.0,198799.0,194306.0,205960.0,175444.0,171336.0,199895.0,202084.0,222247.0,218592.0,243953.0,267199.0,266524.0,247937.0,265730.0,268583.0,297240.0,308998.0,358766.0,363591.0,375158.0,420913.0
373,Raigarh,42691.0,53056.0,48641.0,61973.0,61301.0,60149.0,71542.0,72829.0,76737.0,75863.0,76478.0,72684.0,79434.0,66355.0,52337.0,68578.0,68600.0,79536.0,76225.0,84034.0,93851.0,94052.0,100415.0,104704.0,99485.0,112012.0,121320.0,130009.0,125221.0,133835.0,146616.0
374,Ratnagiri,8960.0,14860.0,14458.0,21863.0,19838.0,21076.0,37799.0,33654.0,38355.0,40616.0,36535.0,29993.0,37827.0,37272.0,25243.0,34918.0,35637.0,33457.0,34183.0,36563.0,47437.0,45475.0,43413.0,49366.0,42990.0,68848.0,74182.0,70443.0,54425.0,56588.0,68545.0
375,Sangli,39480.0,42687.0,40402.0,49873.0,55000.0,53118.0,66353.0,69650.0,73965.0,75536.0,75039.0,70127.0,65286.0,57946.0,53588.0,59078.0,59602.0,61659.0,59195.0,74829.0,86042.0,85393.0,76830.0,86110.0,82225.0,93720.0,97796.0,106356.0,109970.0,112995.0,124397.0
376,Satara,46467.0,51416.0,47600.0,62045.0,66224.0,60393.0,74893.0,79989.0,83517.0,86857.0,86434.0,78536.0,74671.0,65909.0,54971.0,70031.0,69877.0,76827.0,74882.0,92056.0,101574.0,97492.0,90880.0,97451.0,94278.0,111413.0,116653.0,124809.0,124879.0,131559.0,144767.0
377,Sindhudurg,4517.0,8636.0,8618.0,10074.0,10715.0,10885.0,20797.0,18212.0,22483.0,22820.0,21176.0,21823.0,22151.0,22511.0,15461.0,21046.0,18037.0,18562.0,17684.0,21410.0,23004.0,24956.0,22662.0,24870.0,24317.0,39469.0,43445.0,42912.0,35789.0,38205.0,42264.0
378,Solapur,63199.0,68659.0,69333.0,86345.0,98661.0,108332.0,111224.0,110443.0,120191.0,136642.0,126435.0,121960.0,120933.0,102334.0,93407.0,114351.0,123020.0,125920.0,123987.0,149388.0,172489.0,161184.0,168343.0,197989.0,191311.0,211702.0,215565.0,248793.0,252479.0,249111.0,276229.0
379,Thane,42712.0,46882.0,45814.0,54990.0,55599.0,56857.0,65737.0,66538.0,70539.0,71310.0,71591.0,66604.0,68356.0,65547.0,57727.0,64789.0,65284.0,72773.0,72852.0,82086.0,88885.0,86533.0,93499.0,95955.0,94730.0,100669.0,104859.0,109804.0,107865.0,115945.0,123237.0
380,Wardha,16187.0,20568.0,16938.0,26004.0,27118.0,25667.0,32402.0,28720.0,35142.0,33667.0,36553.0,29581.0,36032.0,28214.0,21165.0,34007.0,33506.0,25721.0,27501.0,39012.0,43707.0,41049.0,62063.0,65390.0,60873.0,70774.0,71632.0,82485.0,83704.0,87877.0,93200.0
381,Washim,10594.0,19110.0,15575.0,21477.0,19575.0,16999.0,24987.0,26939.0,29946.0,27864.0,28878.0,24495.0,24006.0,21094.0,10832.0,23316.0,23576.0,20660.0,21376.0,31412.0,35534.0,28032.0,46410.0,48622.0,47631.0,55823.0,55493.0,58802.0,55815.0,60640.0,66963.0
382,Yavatmal,20861.0,30054.0,22212.0,38673.0,43150.0,45682.0,57908.0,54426.0,67609.0,64642.0,67191.0,58843.0,70662.0,58064.0,38780.0,64778.0,70404.0,54549.0,61775.0,76352.0,98187.0,85007.0,126591.0,130776.0,128442.0,147823.0,145380.0,159572.0,156002.0,167243.0,177299.0
383,Bishnupur,1189.0,1687.0,1060.0,1299.0,1361.0,1498.0,1560.0,1207.0,1807.0,1589.0,2165.0,1669.0,2077.0,1731.0,1329.0,1429.0,1518.0,1605.0,1510.0,1895.0,1453.0,1801.0,4455.0,4600.0,4476.0,5041.0,5071.0,5353.0,5518.0,6173.0,7053.0
384,Chandel,27.0,74.0,186.0,278.0,307.0,254.0,278.0,346.0,394.0,481.0,522.0,242.0,523.0,416.0,327.0,493.0,438.0,211.0,518.0,467.0,675.0,639.0,20951.0,10246.0,13559.0,17891.0,22080.0,22883.0,16899.0,17761.0,17118.0
385,Churachandpur,646.0,908.0,669.0,925.0,780.0,1097.0,659.0,839.0,854.0,1151.0,1241.0,920.0,1357.0,847.0,878.0,1046.0,668.0,1316.0,1407.0,1285.0,1548.0,1713.0,16466.0,20643.0,10324.0,17822.0,22525.0,22386.0,19224.0,20217.0,19261.0
386,Imphal East,2169.0,3408.0,2414.0,2989.0,2928.0,3112.0,3654.0,3932.0,3360.0,3052.0,3234.0,2892.0,3695.0,3159.0,2872.0,3320.0,3315.0,3044.0,2778.0,3749.0,3774.0,4887.0,7203.0,7280.0,7668.0,8867.0,8975.0,9832.0,9994.0,10892.0,11834.0
387,Imphal West,4000.0,4110.0,3779.0,4363.0,4329.0,4804.0,4212.0,5592.0,5524.0,5218.0,5283.0,4835.0,4828.0,4351.0,4481.0,4288.0,4085.0,4636.0,4507.0,4211.0,4779.0,5501.0,6983.0,7289.0,8286.0,9895.0,10252.0,11521.0,11696.0,12459.0,13460.0
388,Senapati,722.0,1112.0,699.0,644.0,523.0,960.0,1115.0,4195.0,1716.0,1449.0,1978.0,1439.0,1278.0,1704.0,1892.0,2357.0,2088.0,1571.0,1837.0,2242.0,1790.0,2310.0,17314.0,18399.0,19745.0,29800.0,31349.0,31990.0,27634.0,29523.0,30309.0
389,Tamenglong,53.0,74.0,140.0,170.0,133.0,173.0,129.0,399.0,165.0,220.0,226.0,106.0,144.0,129.0,269.0,337.0,173.0,177.0,315.0,954.0,980.0,2203.0,20166.0,25296.0,12004.0,24794.0,27358.0,28019.0,20125.0,19677.0,20070.0
390,Thoubal,928.0,1593.0,1379.0,1933.0,2066.0,2059.0,2220.0,2214.0,2526.0,2041.0,2475.0,1711.0,2618.0,2021.0,1771.0,2094.0,1951.0,1721.0,2026.0,2701.0,2488.0,2899.0,5874.0,4820.0,7577.0,9295.0,9360.0,9989.0,9772.0,10660.0,11669.0
391,Ukhrul,270.0,277.0,200.0,249.0,274.0,366.0,158.0,1172.0,303.0,227.0,223.0,190.0,249.0,330.0,140.0,333.0,453.0,165.0,169.0,231.0,310.0,358.0,21762.0,16995.0,13040.0,26178.0,32320.0,33006.0,27276.0,26247.0,25169.0
392,East Garo Hills,346.0,780.0,1243.0,1235.0,540.0,902.0,1011.0,1866.0,1523.0,1251.0,1180.0,678.0,1539.0,1786.0,1401.0,2109.0,1527.0,1983.0,2350.0,995.0,1563.0,1819.0,16663.0,17839.0,15608.0,20733.0,21975.0,22176.0,16773.0,21316.0,22091.0
393,East Khasi Hills,3476.0,4853.0,5098.0,7051.0,5992.0,6055.0,6660.0,9130.0,7659.0,6798.0,7903.0,6260.0,9479.0,8886.0,9805.0,10749.0,10642.0,10519.0,11198.0,9998.0,11515.0,12261.0,29252.0,32469.0,28896.0,33048.0,34073.0,33114.0,28590.0,30477.0,32079.0
394,Jaintia Hills,735.0,1204.0,1117.0,1399.0,1440.0,1735.0,1922.0,2793.0,2209.0,2049.0,2646.0,1924.0,3674.0,3658.0,3810.0,5855.0,5238.0,6724.0,8477.0,7058.0,9402.0,7858.0,28962.0,33015.0,26793.0,33115.0,34267.0,34869.0,27351.0,31994.0,33407.0
395,North Garo Hills,365.0,785.0,958.0,1084.0,533.0,684.0,743.0,1353.0,977.0,925.0,782.0,345.0,1068.0,1043.0,932.0,1152.0,951.0,1190.0,1498.0,729.0,606.0,704.0,5510.0,5932.0,6036.0,6910.0,7366.0,7614.0,6066.0,7356.0,7536.0
396,Ri Bhoi,1155.0,1993.0,2388.0,3831.0,2565.0,2186.0,2846.0,5037.0,3268.0,2847.0,3285.0,2481.0,4435.0,4240.0,4841.0,5161.0,5069.0,5606.0,7340.0,6113.0,6843.0,6908.0,23437.0,24758.0,18538.0,24880.0,25567.0,25316.0,24911.0,23689.0,26644.0
397,South Garo Hills,232.0,481.0,516.0,636.0,448.0,495.0,639.0,940.0,794.0,667.0,839.0,450.0,842.0,707.0,550.0,715.0,748.0,883.0,1031.0,610.0,988.0,1138.0,9210.0,12188.0,7596.0,13862.0,15645.0,14824.0,9256.0,14479.0,15634.0
398,South West Garo Hills,280.0,580.0,502.0,771.0,193.0,479.0,483.0,482.0,388.0,217.0,311.0,46.0,167.0,264.0,168.0,838.0,760.0,261.0,475.0,237.0,159.0,36.0,4569.0,4950.0,5052.0,6181.0,7049.0,6407.0,5924.0,6808.0,7123.0
399,South West Khasi Hills,72.0,183.0,224.0,265.0,218.0,235.0,199.0,442.0,223.0,173.0,177.0,94.0,344.0,309.0,199.0,348.0,263.0,399.0,310.0,272.0,278.0,424.0,9275.0,10596.0,8027.0,10877.0,12005.0,11618.0,10261.0,9233.0,9736.0
400,West Garo Hills,1267.0,2254.0,2008.0,3150.0,1972.0,2265.0,2631.0,2972.0,2466.0,2358.0,2503.0,1562.0,2671.0,2864.0,2104.0,3322.0,3175.0,2632.0,2992.0,2125.0,2103.0,1908.0,20306.0,24019.0,20396.0,29277.0,30990.0,29794.0,19561.0,28202.0,30923.0
401,West Khasi Hills,336.0,560.0,810.0,1164.0,682.0,541.0,542.0,1657.0,877.0,754.0,588.0,434.0,1342.0,1142.0,964.0,1152.0,1038.0,1221.0,2061.0,1054.0,2690.0,2611.0,26543.0,29024.0,19947.0,30049.0,32849.0,29818.0,24875.0,23705.0,27888.0
402,Aizawl,1370.0,2200.0,2447.0,2298.0,2600.0,2599.0,3183.0,4510.0,3528.0,4006.0,3933.0,3734.0,4527.0,3663.0,3954.0,4724.0,4113.0,4379.0,4317.0,3823.0,3999.0,4168.0,20336.0,20698.0,13848.0,23862.0,24093.0,24212.0,17973.0,20047.0,19893.0
403,Champhai,204.0,247.0,261.0,190.0,250.0,245.0,333.0,671.0,421.0,414.0,423.0,388.0,673.0,345.0,323.0,423.0,406.0,353.0,467.0,354.0,471.0,461.0,12234.0,15411.0,7789.0,15911.0,20315.0,17141.0,9572.0,15943.0,13787.0
404,Kolasib,111.0,395.0,391.0,502.0,530.0,325.0,499.0,804.0,663.0,886.0,970.0,969.0,1157.0,977.0,855.0,1539.0,1148.0,934.0,1028.0,1168.0,1191.0,1040.0,8393.0,9335.0,6676.0,9614.0,9678.0,9842.0,6571.0,8669.0,8586.0
405,Lawangtlai,105.0,181.0,297.0,307.0,265.0,206.0,286.0,360.0,241.0,197.0,227.0,126.0,287.0,195.0,139.0,347.0,159.0,136.0,149.0,203.0,142.0,227.0,14880.0,16152.0,7861.0,10307.0,13127.0,8781.0,9816.0,14339.0,7474.0
406,Lunglei,346.0,649.0,682.0,630.0,728.0,638.0,860.0,833.0,727.0,772.0,755.0,412.0,826.0,551.0,425.0,1152.0,556.0,523.0,605.0,683.0,658.0,626.0,22376.0,21949.0,8654.0,22018.0,22766.0,20975.0,10993.0,14719.0,13156.0
407,Mamit,8.0,85.0,128.0,45.0,199.0,262.0,274.0,401.0,342.0,395.0,516.0,190.0,382.0,291.0,167.0,617.0,382.0,391.0,380.0,299.0,229.0,219.0,15099.0,15030.0,9047.0,16301.0,17945.0,17758.0,10672.0,14000.0,14522.0
408,Saiha,86.0,181.0,217.0,217.0,150.0,166.0,285.0,321.0,199.0,170.0,155.0,139.0,263.0,249.0,269.0,361.0,197.0,291.0,174.0,129.0,162.0,142.0,10663.0,10852.0,6602.0,11032.0,14457.0,11947.0,8573.0,12407.0,10613.0
409,Serchhip,55.0,152.0,275.0,186.0,339.0,341.0,407.0,431.0,326.0,355.0,359.0,125.0,511.0,377.0,338.0,752.0,680.0,960.0,675.0,563.0,566.0,332.0,6411.0,6882.0,4364.0,8265.0,8369.0,7034.0,4289.0,5501.0,6897.0
410,Dimapur,2035.0,2556.0,2141.0,2130.0,3156.0,3010.0,3156.0,4056.0,3552.0,3744.0,4788.0,3288.0,5563.0,5001.0,4833.0,6126.0,5890.0,6950.0,8207.0,8159.0,6683.0,6535.0,13408.0,13521.0,12759.0,13621.0,12820.0,14889.0,14924.0,15208.0,15505.0
411,Kiphire,0.0,0.0,0.0,0.0,19.0,0.0,56.0,17.0,56.0,20.0,142.0,93.0,56.0,80.0,61.0,176.0,167.0,119.0,304.0,225.0,95.0,144.0,6652.0,7946.0,5355.0,9141.0,9202.0,9380.0,8038.0,7821.0,8542.0
412,Kohima,777.0,960.0,777.0,1009.0,1303.0,1455.0,1178.0,1684.0,1459.0,1293.0,1849.0,1556.0,2262.0,2172.0,1938.0,2596.0,2456.0,2555.0,2983.0,2626.0,2559.0,2496.0,11789.0,10962.0,9619.0,12345.0,12177.0,13105.0,11688.0,11951.0,12161.0
413,Longleng,167.0,424.0,373.0,129.0,96.0,77.0,108.0,27.0,76.0,85.0,62.0,55.0,185.0,132.0,79.0,222.0,63.0,27.0,151.0,164.0,125.0,97.0,4648.0,4322.0,3887.0,5154.0,5008.0,5319.0,4867.0,5287.0,5228.0
414,Mokokchung,590.0,978.0,868.0,865.0,957.0,558.0,472.0,706.0,783.0,846.0,1081.0,688.0,1396.0,1359.0,919.0,1592.0,1618.0,1317.0,1720.0,1635.0,1004.0,1158.0,13927.0,14471.0,13283.0,14817.0,14558.0,15012.0,14490.0,14686.0,14962.0
415,Mon,240.0,930.0,809.0,331.0,325.0,242.0,172.0,180.0,275.0,401.0,249.0,212.0,370.0,305.0,194.0,612.0,345.0,307.0,522.0,617.0,314.0,330.0,10314.0,11297.0,6887.0,16830.0,17208.0,17589.0,13082.0,14298.0,15017.0
416,Peren,156.0,197.0,173.0,113.0,252.0,208.0,353.0,593.0,450.0,696.0,487.0,130.0,361.0,283.0,239.0,635.0,395.0,539.0,913.0,1036.0,697.0,491.0,9040.0,11461.0,6116.0,10378.0,10936.0,10673.0,6846.0,6978.0,7207.0
417,Phek,13.0,27.0,35.0,92.0,267.0,164.0,60.0,232.0,280.0,85.0,205.0,167.0,170.0,142.0,22.0,268.0,269.0,196.0,320.0,388.0,274.0,236.0,13323.0,13322.0,11851.0,15113.0,16129.0,15655.0,14574.0,13218.0,15083.0
418,Tuensang,40.0,33.0,22.0,112.0,184.0,0.0,136.0,16.0,134.0,134.0,249.0,210.0,190.0,227.0,158.0,262.0,291.0,374.0,404.0,330.0,259.0,234.0,10263.0,13127.0,7165.0,15571.0,16555.0,17521.0,12582.0,15360.0,14213.0
419,Wokha,177.0,391.0,237.0,426.0,567.0,727.0,778.0,819.0,958.0,857.0,1115.0,748.0,942.0,693.0,457.0,945.0,529.0,564.0,619.0,1068.0,833.0,833.0,12847.0,12306.0,9215.0,15117.0,15527.0,15739.0,14467.0,14551.0,15778.0
420,Zunheboto,62.0,42.0,54.0,116.0,241.0,140.0,82.0,105.0,176.0,99.0,219.0,109.0,168.0,267.0,146.0,367.0,359.0,440.0,590.0,510.0,210.0,459.0,11873.0,12851.0,11386.0,14339.0,14326.0,15032.0,14395.0,14205.0,14151.0
421,West,88326.0,86073.0,86991.0,93128.0,95029.0,95142.0,95055.0,98482.0,100857.0,103764.0,103441.0,102716.0,101508.0,103503.0,105858.0,105901.0,103442.0,104872.0,105997.0,111788.0,116829.0,116509.0,116119.0,116800.0,115860.0,116372.0,116277.0,118252.0,117993.0,118046.0,118646.0
422,Anugul,11595.0,14014.0,15602.0,18509.0,20326.0,18889.0,21380.0,20060.0,24639.0,24013.0,23454.0,22854.0,28774.0,25496.0,22349.0,27985.0,26282.0,32175.0,33148.0,37764.0,45403.0,45946.0,84736.0,88385.0,79969.0,90340.0,92767.0,87454.0,83198.0,90348.0,88894.0
423,Balangir,4359.0,4294.0,3856.0,6753.0,7496.0,6059.0,6991.0,6195.0,8173.0,6550.0,8051.0,6331.0,7503.0,7092.0,5838.0,10402.0,6544.0,7441.0,8423.0,11110.0,14801.0,14142.0,60288.0,63758.0,58823.0,70328.0,72920.0,71888.0,70909.0,79026.0,82214.0
424,Baleshwar,4385.0,5315.0,7741.0,9071.0,12605.0,10934.0,15577.0,14276.0,19477.0,11144.0,19381.0,15852.0,23789.0,20365.0,17690.0,21417.0,18354.0,17978.0,17425.0,22161.0,23288.0,22974.0,42166.0,43825.0,41048.0,47469.0,49280.0,52050.0,52881.0,56435.0,61212.0
425,Bargarh,4357.0,4734.0,5003.0,10045.0,9633.0,7704.0,9751.0,6798.0,11072.0,8439.0,10896.0,6196.0,10155.0,9860.0,8628.0,13754.0,10717.0,10796.0,11031.0,13721.0,15843.0,15479.0,52701.0,58122.0,53924.0,62718.0,65972.0,63598.0,61627.0,68854.0,69974.0
426,Bauda,187.0,168.0,370.0,487.0,449.0,460.0,630.0,521.0,759.0,334.0,1320.0,588.0,1039.0,494.0,373.0,687.0,560.0,828.0,501.0,847.0,1132.0,784.0,24449.0,25532.0,20379.0,28535.0,29764.0,24408.0,19896.0,29458.0,29675.0
427,Bhadrak,1677.0,1955.0,2916.0,3395.0,3855.0,5361.0,7448.0,5705.0,9208.0,4147.0,7870.0,5016.0,9301.0,8291.0,5689.0,7899.0,8341.0,9460.0,8349.0,9622.0,10965.0,11866.0,25492.0,26747.0,24773.0,28416.0,29458.0,31782.0,32319.0,35010.0,38100.0
428,Cuttack,13436.0,13289.0,16727.0,22036.0,22964.0,21794.0,25189.0,20554.0,31292.0,26611.0,26718.0,25260.0,35017.0,32806.0,27430.0,33547.0,30722.0,35282.0,33264.0,37599.0,41780.0,44320.0,59534.0,63205.0,60639.0,66549.0,68448.0,72069.0,74709.0,77607.0,79938.0
429,Debagarh,289.0,353.0,397.0,560.0,471.0,382.0,910.0,574.0,794.0,1038.0,1457.0,1334.0,2511.0,1467.0,1164.0,2233.0,1601.0,2314.0,1645.0,1802.0,2476.0,2483.0,22984.0,23557.0,15643.0,26116.0,25974.0,23195.0,17981.0,25089.0,26556.0
430,Dhenkanal,5677.0,5836.0,6717.0,8140.0,9230.0,8264.0,11088.0,7904.0,13693.0,8565.0,10821.0,9157.0,16515.0,14328.0,11280.0,16090.0,14465.0,20638.0,15971.0,21019.0,24658.0,27076.0,51381.0,55554.0,50656.0,57805.0,59575.0,59267.0,58942.0,62318.0,65600.0
431,Gajapati,1157.0,1138.0,1640.0,1999.0,2110.0,1606.0,2029.0,1549.0,2527.0,2541.0,2803.0,1952.0,3133.0,2094.0,2398.0,2482.0,2609.0,3118.0,2430.0,2382.0,4237.0,3214.0,18584.0,28395.0,22905.0,34762.0,35724.0,34322.0,27720.0,32699.0,31690.0
